trump said he was not sure whether he ever asked god for forgiveness stating if i do something wrong i just try and make it right,complex
i do n't bring god into that picture,complex
he said he tries to take holy communion as often as possible because it makes him feel cleansed,complex
while campaigning trump referred to the art of the deal as his second favorite book after the bible saying nothing beats the bible,complex
the new york times reported that evangelical christians nationwide thought that his heart was in the right place that his intentions for the country were pure,complex
trump has associations with a number of christian spiritual leaders including florida pastor paula white who has been called his closest spiritual confidant,complex
in he released a list of religious advisers including james dobson jerry falwell jr,complex
ralph reed michele bachmann robert jeffress and others,complex
trump does not drink alcohol a reaction to his elder brother 's chronic alcoholism and early death,complex
he also said that he has never smoked cigarettes or consumed drugs including marijuana,complex
in december trump 's personal physician harold bornstein released a superlative-laden letter of health praising trump for extraordinary physical strength and stamina,complex
bornstein later said that trump himself had dictated the contents,complex
a followup medical report showed trump 's blood pressure liver and thyroid functions to be in normal ranges and that he takes a statin,complex
in january trump was examined by white house physician ronny jackson who stated that he was in excellent health and that his cardiac assessment revealed no medical issues although his weight and cholesterol level were higher than recommended,complex
several outside cardiologists commented that trump 's weight lifestyle and ldl cholesterol level ought to have raised serious concerns about his cardiac health,complex
trump is the beneficiary of several trust funds set up by his father and paternal grandmother beginning in,complex
in fred trump set up trust funds of million,complex
million in dollars for each of his five children and three grandchildren,complex
donald trump received annual payments from his trust fund for example in and in,complex
by when trump took two loans totaling million from his siblings their anticipated shares of fred 's estate amounted to million each,complex
upon fred trump 's death in his will divided million after taxes among his surviving children,complex
trump has often said that he began his career with a small loan of one million dollars from his father and that he had to pay it back with interest,complex
in october the new york times published an exposé drawing on more than pages of tax returns and financial records from fred trump 's businesses and interviews with former advisers and employees,complex
the times concluded that donald trump was a millionaire by age and that he had received at least million adjusted for inflation from his father 's business empire over his lifetime,complex
according to the times trump borrowed at least million from his father and largely failed to reimburse him,complex
the paper also described a number of purportedly fraudulent tax schemes for example when fred trump sold shares in trump palace condos to his son well below their purchase price thus masking what could be considered a hidden donation and benefiting from a tax write-off,complex
a lawyer for trump said the allegations of fraud and tax evasion are percent false and highly defamatory,complex
a spokesman for the new york state tax department said the agency was vigorously pursuing all appropriate areas of investigation,complex
new york city officials also indicated they are examining the matter,complex
trump appeared on the initial forbes list of richest americans in with an estimated million fortune shared with his father,complex
former forbes reporter jonathan greenberg stated in that during the s trump had deceived him about his actual net worth and his share of the family assets in order to appear on the list,complex
trump made the forbes world 's billionaires list for the first time in but he was dropped from the forbes from to following business losses,complex
in deutsche bank loan documents pegged trump 's net worth at million while forbes quoted,complex
billion and journalist tim o'brien gave a range of million to million,complex
in its billionaires ranking forbes estimated trump 's net worth at,complex
billion th in the world th in the u,complex
making him one of the richest politicians in american history,complex
during the three years since trump announced his presidential run in forbes estimated his net worth declined and his ranking fell spots,complex
when he filed mandatory financial disclosure forms with the federal elections commission fec in july trump claimed a net worth of about billion however fec figures can not corroborate this estimate because they only show each of his largest buildings as being worth over million yielding total assets worth more than,complex
billion and debt over million,complex
trump reported a yearly income of million for and million from january to may,complex
a analysis of trump 's business career in the economist concluded that his performance since had been mediocre compared with the stock market and property in new york,complex
a subsequent analysis in the washington post similarly noted that trump 's estimated net worth of million in would have increased to billion by if he had invested it in a typical retirement fund and concluded that trump is a mix of braggadocio business failures and real success,complex
trump stated in a deposition my net worth fluctuates and it goes up and down with markets and with attitudes and with feelings even my own feelings,complex
,complex
in trump began his career at his father fred 's real estate development company e,complex
trump son which among other interests owned middle-class rental housing in new york city 's outer boroughs,complex
trump worked for his father to revitalize the swifton village apartment complex in cincinnati ohio which the elder trump had bought in,complex
the management of the property was sued for racial discrimination in the suit was quietly settled at fred trump 's direction,complex
the trumps sold the property in with vacancy on the rise,complex
when his father became chairman of the board in trump was promoted to president of the company and renamed it the trump organization,complex
in he and his father drew wider attention when the justice department contended in a lawsuit that their company systematically discriminated against african americans who wished to rent apartments,complex
the department alleged that the trump organization had screened out people based on race and not low income as the trumps had stated,complex
under an agreement reached in the trumps made no admission of wrongdoing and made the urban league an intermediary for qualified minority applicants,complex
trump 's attorney at the time was roy cohn who valued both positive and negative publicity and responded to attacks with forceful counterattacks trump later emulated cohn 's style,complex
in trump launched his manhattan real estate business by purchasing a percent stake in the derelict commodore hotel located next to grand central terminal,complex
the purchase was funded largely by a million construction loan that was guaranteed jointly by fred trump and the hyatt hotel chain,complex
when the remodeling was finished the hotel reopened in as the grand hyatt hotel,complex
the same year trump obtained the rights to develop trump tower a -story -foot-high m skyscraper in midtown manhattan,complex
to make way for the new building a crew of undocumented polish workers demolished the historic bonwit teller store including art deco features that had initially been marked for preservation,complex
the building was completed in and houses both the primary penthouse condominium residence of trump and the headquarters of the trump organization,complex
architectural critic paul goldberger said in that he was surprised to find the tower 's atrium was the most pleasant interior public space to be completed in new york in some years,complex
in repairs began on central park 's wollman rink with an anticipated two-and-a-half year construction time frame,complex
because of flaws in the design and numerous problems during construction the project remained unfinished by may and was estimated to require another months and million to million to complete,complex
trump was awarded a contract as the general contractor in june to finish the repairs by december with a cost ceiling of million with the actual costs to be reimbursed by the city,complex
trump hired an architect a construction company and a canadian ice-rink manufacturer and completed the work in four months under budget,complex
he operated the rink for a year and gave some of the profits to charity and public works projects in exchange for the rink 's concession rights,complex
trump managed the rink from to,complex
he received another contract in which was extended until,complex
according to journalist joyce purnick trump 's wollman success was also the stuff of a carefully crafted self-promotional legend,complex
while the work was in progress trump called numerous press conferences for example for the completion of the laying of the pipes and the pouring of the cement,complex
in he also unsuccessfully tried to get the city to rename the landmark after him the trump logo is prominently displayed on the railing encircling the rink on the zamboni on the rental skates and on the rink 's website,complex
in trump acquired the plaza hotel in manhattan for million and appointed his wife ivana to manage its operation,complex
trump invested million to restore the building which he called the mona lisa,complex
according to hotel expert thomas mcconnell the trumps boosted it from a three-star to a four-star ranking,complex
they sold it in by which time ivana was no longer involved in the hotel 's day-to-day operations,complex
in trump 's company refurbished the gulf and western building on columbus circle with design and structural enhancements turning it into a -story luxury residential and hotel property known as trump international hotel and tower,complex
in trump acquired the bank of manhattan trust building which was a vacant seventy-one story skyscraper on wall street,complex
after an extensive renovation the high-rise was renamed the trump building at wall street,complex
in he began construction on riverside south which he dubbed trump place a multi-building development along the hudson river,complex
he and the other investors in the project ultimately sold their interest for,complex
billion in in what was then the biggest residential sale in the history of new york city,complex
from to trump owned a percent share of the empire state building,complex
he intended to rename it trump empire state building tower apartments if he had been able to boost his share,complex
in trump completed trump world tower,complex
in trump acquired the former hotel delmonico which was renovated and reopened in as the trump park avenue the building consisted of stories of luxury condominiums,complex
in trump acquired the mar-a-lago estate in palm beach florida for million million for the real estate and million for the furnishings,complex
his initial offer of million had been rejected and he was able to obtain the property for the lower price after a real-estate market slump,complex
the home was built in the s by heiress and socialite marjorie merriweather post,complex
after her death her heirs unsuccessfully tried to donate the property to the government before putting it up for sale,complex
in addition to using a wing of the estate as a home trump turned mar-a-lago into a private club,complex
in order to join prospective members had to pay an initiation fee and annual dues,complex
the initiation fee was until it was doubled to in january,complex
after new jersey legalized casino gambling in trump traveled to atlantic city to explore new business opportunities,complex
seven years later he opened harrah 's at trump plaza hotel and casino the project was built by trump with financing from the holiday corporation who also managed its operation,complex
it was renamed trump plaza soon after it opened,complex
the casino 's poor financial results exacerbated disagreements between trump and holiday corp,complex
which led to trump 's paying million in may to buy out their interest in the property,complex
trump also acquired a partially completed building in atlantic city from the hilton corporation for million when completed in that hotel and casino became trump castle and trump 's wife ivana managed that property until,complex
trump acquired his third casino in atlantic city the taj mahal in while it was under construction through a complex transaction with merv griffin and resorts international,complex
it was completed at a cost of,complex
billion and opened in april,complex
the project was financed with million in junk bonds and was a major gamble by trump,complex
the project underwent debt restructuring the following year leaving trump with percent ownership,complex
facing enormous debt he sold his airline trump shuttle and his -foot m megayacht the trump princess which had been indefinitely docked in atlantic city while leased to his casinos for use by wealthy gamblers,complex
in trump founded trump hotels casino resorts thcr which assumed ownership of trump plaza trump castle and the trump casino in gary indiana,complex
thcr purchased taj mahal in and underwent bankruptcy restructuring in and leaving trump with percent ownership in the trump taj mahal and other trump casino properties,complex
trump remained chairman of thcr until,complex
as of december the trump organization owns or operates golf course and golf resorts in the united states and abroad,complex
according to trump 's fec personal financial disclosure his golf and resort revenue amounted to million while his three european golf courses did not show a profit,complex
trump began acquiring and constructing golf courses in his first property was the trump international golf club west palm beach in florida,complex
by he owned four courses around the u,complex
s,complex
following the financial crisis of – he began purchasing existing golf courses and re-designing them,complex
his use of these courses during his presidency was controversial,complex
despite frequently criticizing his predecessor barack obama for his numerous golf outings trump golfed times during his first eight weeks in office,complex
according to cnn trump visited trump-owned golf courses times in although the white house does not disclose whether or not the president actually played on each of those visits,complex
the trump organization expanded its business into branding and management by licensing the trump name for a large number of building projects that are owned and operated by other people and companies,complex
in the late s and early s the trump organization expanded its footprint beyond new york with the branding and management of various developers ' hotel towers around the world,complex
these included projects in chicago las vegas washington d,complex
c,complex
panama city toronto and vancouver,complex
there are also trump-branded buildings in dubai honolulu istanbul manila mumbai and indonesia,complex
the trump name has also been licensed for various consumer products and services including foodstuffs apparel adult learning courses and home furnishings,complex
in forbes ' financial experts estimated the value of the trump brand at million,complex
trump disputed this valuation saying his brand was worth about billion,complex
in the german cartographer martin waldseemüller produced a world map on which he named the lands of the western hemisphere america in honor of the italian explorer and cartographer amerigo vespucci latin : americus vespucius,complex
the first documentary evidence of the phrase united states of america is from a letter dated january written by stephen moylan esq,complex
george washington 's aide-de-camp and muster-master general of the continental army,complex
addressed to lt,complex
col,complex
joseph reed moylan expressed his wish to carry the full and ample powers of the united states of america to spain to assist in the revolutionary war effort,complex
the first known publication of the phrase united states of america was in an anonymous essay in the virginia gazette newspaper in williamsburg virginia on april,complex
the second draft of the articles of confederation prepared by john dickinson and completed by june at the latest declared the name of this confederation shall be the 'united states of america ',complex
the final version of the articles sent to the states for ratification in late contains the sentence the stile of this confederacy shall be 'the united states of america ',complex
in june thomas jefferson wrote the phrase united states of america in all capitalized letters in the headline of his original rough draught of the declaration of independence,complex
this draft of the document did not surface until june and it is unclear whether it was written before or after dickinson used the term in his june draft of the articles of confederation,complex
the short form united states is also standard,complex
other common forms are the u,complex
the usa and america,complex
colloquial names are the u,complex
of a,complex
and internationally the states,complex
columbia a name popular in poetry and songs of the late th century derives its origin from christopher columbus it appears in the name district of columbia,complex
the phrase united states was originally plural a description of a collection of independent states—e,complex
g,complex
the united states are—including in the thirteenth amendment to the united states constitution ratified in,complex
the singular form—e,complex
g,complex
the united states is—became popular after the end of the american civil war,complex
the singular form is now standard the plural form is retained in the idiom these united states,complex
the difference is more significant than usage it is a difference between a collection of states and a unit,complex
a citizen of the united states is an american,complex
united states american and u,complex
refer to the country adjectivally american values u,complex
forces,complex
in english the word american rarely refers to topics or subjects not directly connected with the united states,complex
,complex
the first inhabitants of north america migrated from siberia by way of the bering land bridge and arrived at least years ago though increasing evidence suggests an even earlier arrival,complex
after crossing the land bridge the first americans moved southward either along the pacific coast or through an interior ice-free corridor between the cordilleran and laurentide ice sheets,complex
the clovis culture appeared around bc and it is considered to be an ancestor of most of the later indigenous cultures of the americas,complex
while the clovis culture was thought throughout the late th century to represent the first human settlement of the americas in recent years consensus has changed in recognition of pre-clovis cultures,complex
over time indigenous cultures in north america grew increasingly complex and some such as the pre-columbian mississippian culture in the southeast developed advanced agriculture grand architecture and state-level societies,complex
from approximately to ad the mississippian culture flourished and its largest city cahokia is considered the largest most complex pre-columbian archaeological site in the modern-day united states,complex
while in the four corners region ancestral puebloans culture developed,complex
three unesco world heritage sites in the united states are credited to the pueblos : mesa verde national park chaco culture national historical park and taos pueblo,complex
the earthworks constructed by native americans of the poverty point culture in northeastern louisiana have also been designated a unesco world heritage site,complex
in the southern great lakes region the iroquois confederacy haudenosaunee was established at some point between the twelfth and fifteenth centuries lasting until the end of the revolutionary war,complex
the date of the first settlements of the hawaiian islands is a topic of continuing debate,complex
archaeological evidence seems to indicate a settlement as early as ad,complex
during his third and final voyage captain james cook became the first european to begin formal contact with hawaii,complex
after his initial landfall in january at waimea harbor kauai cook named the archipelago the sandwich islands after the fourth earl of sandwich—the acting first lord of the admiralty of the british royal navy,complex
after spain sent columbus on his first voyage to the new world in other explorers followed,complex
the first europeans to arrive in the territory of the modern united states were spanish conquistadors such as juan ponce de león who made his first visit to florida in however if unincorporated territories are accounted for then credit would go to christopher columbus who landed in puerto rico on his voyage,complex
the spanish set up the first settlements in florida and new mexico such as saint augustine and santa fe,complex
the french established their own as well along the mississippi river,complex
successful english settlement on the eastern coast of north america began with the virginia colony in at jamestown and the pilgrims ' plymouth colony in,complex
many settlers were dissenting christian groups who came seeking religious freedom,complex
the continent 's first elected legislative assembly virginia 's house of burgesses created in the mayflower compact signed by the pilgrims before disembarking and the fundamental orders of connecticut established precedents for the pattern of representative self-government and constitutionalism that would develop throughout the american colonies,complex
most settlers in every colony were small farmers but other industries developed within a few decades as varied as the settlements,complex
cash crops included tobacco rice and wheat,complex
extraction industries grew up in furs fishing and lumber,complex
manufacturers produced rum and ships and by the late colonial period americans were producing one-seventh of the world 's iron supply,complex
cities eventually dotted the coast to support local economies and serve as trade hubs,complex
english colonists were supplemented by waves of scotch-irish and other groups,complex
as coastal land grew more expensive freed indentured servants pushed further west,complex
a large-scale slave trade with english privateers was begun,complex
the life expectancy of slaves was much higher in north america than further south because of less disease and better food and treatment leading to a rapid increase in the numbers of slaves,complex
colonial society was largely divided over the religious and moral implications of slavery and colonies passed acts for and against the practice,complex
but by the turn of the th century african slaves were replacing indentured servants for cash crop labor especially in southern regions,complex
with the british colonization of georgia in the colonies that would become the united states of america were established,complex
all had local governments with elections open to most free men with a growing devotion to the ancient rights of englishmen and a sense of self-government stimulating support for republicanism,complex
with extremely high birth rates low death rates and steady settlement the colonial population grew rapidly,complex
relatively small native american populations were eclipsed,complex
the christian revivalist movement of the s and s known as the great awakening fueled interest in both religion and religious liberty,complex
during the seven years ' war in the united states known as the french and indian war british forces seized canada from the french but the francophone population remained politically isolated from the southern colonies,complex
excluding the native americans who were being conquered and displaced the british colonies had a population of over,complex
million in about one-third that of britain,complex
despite continuing new arrivals the rate of natural increase was such that by the s only a small minority of americans had been born overseas,complex
the colonies ' distance from britain had allowed the development of self-government but their success motivated monarchs to periodically seek to reassert royal authority,complex
in the spanish navy ship santiago under juan pérez entered and anchored in an inlet of nootka sound vancouver island in present-day british columbia,complex
although the spanish did not land natives paddled to the ship to trade furs for abalone shells from california,complex
at the time the spanish were able to monopolize the trade between asia and north america granting limited licenses to the portuguese,complex
when the russians began establishing a growing fur trading system in alaska the spanish began to challenge the russians with pérez 's voyage being the first of many to the pacific northwest,complex
after having arrived in the hawaiian islands in captain cook sailed north and then northeast to explore the west coast of north america north of the spanish settlements in alta california,complex
he made landfall on the oregon coast at approximately °′ north latitude naming his landing point cape foulweather,complex
bad weather forced his ships south to about ° north before they could begin their exploration of the coast northward,complex
in march cook landed on bligh island and named the inlet king george 's sound,complex
he recorded that the native name was nutka or nootka apparently misunderstanding his conversations at friendly cove/yuquot his informant may have been explaining that he was on an island itchme nutka a place you can go around,complex
there may also have been confusion with nuu-chah-nulth the natives ' autonym a name for themselves,complex
it may also have simply been based on cook 's mispronunciation of yuquot the native name of the place,complex
with the progress of european colonization in the territories of the contemporary united states the native americans were often conquered and displaced,complex
the native population of america declined after europeans arrived and for various reasons primarily diseases such as smallpox and measles,complex
violence was not a significant factor in the overall decline among native americans though conflict among themselves and with europeans affected specific tribes and various colonial settlements,complex
in the early days of colonization many european settlers were subject to food shortages disease and attacks from native americans,complex
native americans were also often at war with neighboring tribes and allied with europeans in their colonial wars,complex
at the same time however many natives and settlers came to depend on each other,complex
settlers traded for food and animal pelts natives for guns ammunition and other european wares,complex
natives taught many settlers where when and how to cultivate corn beans and squash,complex
european missionaries and others felt it was important to civilize the native americans and urged them to adopt european agricultural techniques and lifestyles,complex
captain james cook 's last voyage included sailing along the coast of north america and alaska searching for a northwest passage for approximately nine months,complex
he returned to hawaii to resupply initially exploring the coasts of maui and the big island trading with locals and then making anchor at kealakekua bay in january,complex
when his ships and company left the islands a ship 's mast broke in bad weather forcing them to return in mid-february,complex
cook would be killed days later,complex
the american revolutionary war was the first successful colonial war of independence against a european power,complex
americans had developed an ideology of republicanism asserting that government rested on the will of the people as expressed in their local legislatures,complex
they demanded their rights as englishmen and no taxation without representation,complex
the british insisted on administering the empire through parliament and the conflict escalated into war,complex
the second continental congress unanimously adopted the declaration of independence on july which recognized in a long preamble that all men are created equal and endowed by their creator with unalienable rights and that those rights were not being protected by great britain and declared in the words of the resolution that the thirteen united colonies formed an independent nation and had no further allegiance to the british crown,complex
the fourth day of july is celebrated annually as independence day,complex
the second continental congress declared on september where heretofore the words 'united colonies ' have been used the stile be altered for the future to the 'united states ',complex
in the articles of confederation established a weak government that operated until,complex
britain recognized the independence of the united states following their defeat at yorktown in,complex
in the peace treaty of american sovereignty was recognized from the atlantic coast west to the mississippi river,complex
nationalists led the philadelphia convention of in writing the united states constitution ratified in state conventions in,complex
the federal government was reorganized into three branches on the principle of creating salutary checks and balances in,complex
george washington who had led the revolutionary army to victory was the first president elected under the new constitution,complex
the bill of rights forbidding federal restriction of personal freedoms and guaranteeing a range of legal protections was adopted in,complex
although the federal government criminalized the international slave trade in after cultivation of the highly profitable cotton crop exploded in the deep south and along with it the slave population,complex
the second great awakening especially – converted millions to evangelical protestantism,complex
in the north it energized multiple social reform movements including abolitionism in the south methodists and baptists proselytized among slave populations,complex
americans ' eagerness to expand westward prompted a long series of american indian wars,complex
the louisiana purchase of french-claimed territory in almost doubled the nation 's area,complex
the war of declared against britain over various grievances and fought to a draw strengthened u,complex
nationalism,complex
a series of military incursions into florida led spain to cede it and other gulf coast territory in,complex
the expansion was aided by steam power when steamboats began traveling along america 's large water systems which were connected by new canals such as the erie and the im then even faster railroads began their stretch across the nation 's land,complex
from to jacksonian democracy began a set of reforms which included wider white male suffrage it led to the rise of the second party system of democrats and whigs as the dominant parties from to,complex
the trail of tears in the s exemplified the indian removal policy that resettled indians into the west on indian reservations,complex
the u,complex
annexed the republic of texas in during a period of expansionist manifest destiny,complex
the oregon treaty with britain led to u,complex
control of the present-day american northwest,complex
victory in the mexican–american war resulted in the mexican cession of california and much of the present-day american southwest,complex
the california gold rush of – spurred western migration and the creation of additional western states,complex
after the american civil war new transcontinental railways made relocation easier for settlers expanded internal trade and increased conflicts with native americans,complex
over a half-century the loss of the american bison sometimes called buffalo was an existential blow to many plains indians cultures,complex
in a new peace policy nominally promised to protect native-americans from abuses avoid further war and secure their eventual u,complex
citizenship,complex
nonetheless conflicts and state-sanctioned murder including the california genocide continued throughout the west into the s,complex
differences of opinion regarding the slavery of africans and african americans ultimately led to the american civil war,complex
initially states entering the union had alternated between slave and free states keeping a sectional balance in the senate while free states outstripped slave states in population and in the house of representatives,complex
but with additional western territory and more free-soil states tensions between slave and free states mounted with arguments over federalism and disposition of the territories whether and how to expand or restrict slavery,complex
this led to missouri 's controversial denouncement of the issue as well as the formation of many short-lived territories such as the state of scott a county that left tennessee to stay anti-slavery,complex
with the election of abraham lincoln the first president from the largely anti-slavery republican party conventions in thirteen slave states ultimately declared secession and formed the confederate states of america the south while the federal government the union maintained that secession was illegal,complex
in order to bring about this secession military action was initiated by the secessionists and the union responded in kind,complex
the ensuing war would become the deadliest military conflict in american history resulting in the deaths of approximately soldiers as well as many civilians,complex
the south fought for the freedom to own slaves while the union at first simply fought to maintain the country as one united whole,complex
nevertheless as casualties mounted after and lincoln delivered his emancipation proclamation the main purpose of the war from the union 's viewpoint became the abolition of slavery,complex
indeed when the union ultimately won the war in april each of the states in the defeated south was required to ratify the thirteenth amendment which prohibited slavery,complex
three amendments were added to the u,complex
constitution in the years after the war : the aforementioned thirteenth as well as the fourteenth amendment providing citizenship to the nearly four million african americans who had been slaves and the fifteenth amendment ensuring in theory that african americans had the right to vote,complex
the war and its resolution led to a substantial increase in federal power aimed at reintegrating and rebuilding the south while guaranteeing the rights of the newly freed slaves,complex
reconstruction began in earnest following the war,complex
while president lincoln attempted to foster friendship and forgiveness between the union and the former confederacy an assassin 's bullet on april drove a wedge between north and south again,complex
republicans in the federal government made it their goal to oversee the rebuilding of the south and to ensure the rights of african americans,complex
they persisted until the compromise of when the republicans agreed to cease protecting the rights of african americans in the south in order for democrats to concede the presidential election of,complex
southern white democrats calling themselves redeemers took control of the south after the end of reconstruction,complex
from to so-called jim crow laws disenfranchised most blacks and some poor whites throughout the region,complex
blacks faced racial segregation especially in the south,complex
they also occasionally experienced vigilante violence including lynching,complex
in the north urbanization and an unprecedented influx of immigrants from southern and eastern europe supplied a surplus of labor for the country 's industrialization and transformed its culture,complex
national infrastructure including telegraph and transcontinental railroads spurred economic growth and greater settlement and development of the american old west,complex
the later invention of electric light and the telephone would also affect communication and urban life,complex
the end of the indian wars further expanded acreage under mechanical cultivation increasing surpluses for international markets,complex
mainland expansion was completed by the purchase of alaska from russia in,complex
in pro-american elements in hawaii overthrew the monarchy and formed the republic of hawaii which the u,complex
annexed in,complex
puerto rico guam and the philippines were ceded by spain in the same year following the spanish–american war,complex
american samoa was acquired by the united states in after the end of the second samoan civil war,complex
the united states purchased the u,complex
virgin islands from denmark in,complex
rapid economic development during the late th and early th centuries fostered the rise of many prominent industrialists,complex
tycoons like cornelius vanderbilt john d,complex
rockefeller and andrew carnegie led the nation 's progress in railroad petroleum and steel industries,complex
banking became a major part of the economy with j,complex
p,complex
morgan playing a notable role,complex
edison and tesla undertook the widespread distribution of electricity to industry homes and for street lighting,complex
henry ford revolutionized the automotive industry,complex
the american economy boomed becoming the world 's largest and the united states achieved great power status,complex
these dramatic changes were accompanied by social unrest and the rise of populist socialist and anarchist movements,complex
the domain name bitcoin,complex
org was registered on august,complex
on october a link to a paper authored by satoshi nakamoto titled bitcoin : a peer-to-peer electronic cash system was posted to a cryptography mailing list,complex
nakamoto implemented the bitcoin software as open-source code and released it in january,complex
nakamoto 's identity remains unknown,complex
in january the bitcoin network was created when nakamoto mined the first block of the chain known as the genesis block,complex
embedded in the coinbase of this block was the following text : the times /jan/ chancellor on brink of second bailout for banks,complex
this note has been interpreted as both a timestamp and a comment on the instability caused by fractional-reserve banking,complex
the receiver of the first bitcoin transaction was cypherpunk hal finney who created the first reusable proof-of-work system rpow in,complex
finney downloaded the bitcoin software on its release date and on january received ten bitcoins from nakamoto,complex
other early cypherpunk supporters were creators of bitcoin predecessors : wei dai creator of b-money and nick szabo creator of bit gold,complex
